book_freq,isNoble,popularity,has_title,has_culture,has_mother,has_father,has_heir,has_house,survival_prob,relevance_score,relevance_category
0.2,0,0.003344482,0,0,0,0,0,1,0.882,0.2331361205,Low
0.2,0,0.0,0,0,0,0,0,1,0.6759999999999999,0.20139999999999997,Low
0.4,0,0.023411371,0,0,0,0,0,1,0.983,0.30330284275,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.6890000000000001,0.2041861205,Low
0.2,1,0.0,1,0,0,0,0,0,0.73,0.35950000000000004,Medium
0.2,0,0.006688963,0,0,0,0,0,1,0.998,0.25137224075,Medium
0.2,0,0.006688963,0,0,0,0,0,0,0.746,0.16357224075,Low
0.2,1,0.02006689,1,0,0,0,0,1,0.796,0.4244167225,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.988,0.25154448150000003,Medium
0.4,0,0.08361204,0,0,0,0,0,0,0.8160000000000001,0.24330301000000001,Low
0.2,0,0.010033445,0,0,0,0,0,0,0.983,0.19995836125,Low
0.4,0,0.026755853,0,0,0,0,0,1,0.982,0.30398896324999997,Medium
0.2,0,0.033444816,0,0,0,0,0,1,0.371,0.16401120400000002,Low
0.2,1,0.023411371,1,0,0,0,0,1,0.968,0.45105284274999996,Medium
0.2,1,0.013377926,1,0,0,0,0,0,0.997,0.40289448149999996,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.759,0.21719448149999998,Low
0.2,0,0.013377926,0,1,0,0,0,0,0.767,0.21839448150000002,Low
0.2,0,0.006688963,1,0,0,0,0,0,0.981,0.29882224074999997,Medium
0.0,1,0.036789298,1,0,0,0,0,1,0.20099999999999996,0.2893473245,Medium
0.2,0,0.003344482,0,1,0,0,0,0,0.988,0.2490361205,Low
0.2,0,0.046822742,0,1,0,0,0,1,0.877,0.2932556855,Medium
0.4,0,0.016722408,0,0,0,0,0,1,0.812,0.275980602,Medium
0.2,1,0.003344482,1,0,0,0,0,1,0.405,0.3615861205,Medium
0.2,0,0.006688963,0,0,0,0,0,0,0.793,0.17062224075,Low
0.2,0,0.003344482,0,1,0,0,0,0,0.6930000000000001,0.2047861205,Low
0.2,0,0.030100334,0,0,0,0,0,1,0.04700000000000004,0.11457508350000001,Low
0.2,0,0.016722408,0,1,0,0,0,0,0.985,0.251930602,Medium
0.2,0,0.006688963,0,0,0,0,0,0,0.712,0.15847224075,Low
0.2,0,0.003344482,1,1,0,0,0,0,0.663,0.3002861205,Medium
0.4,0,0.006688963,0,1,0,0,0,0,0.983,0.29912224075,Medium
0.0,0,0.0,0,1,0,0,0,0,0.909,0.18635000000000002,Low
0.4,0,0.02006689,0,0,0,0,0,1,0.813,0.2769667225,Medium
0.4,0,0.006688963,0,1,0,0,0,0,0.987,0.29972224075,Medium
0.2,0,0.0,0,0,0,0,0,1,0.7090000000000001,0.20635000000000003,Low
0.2,0,0.006688963,0,0,0,0,0,1,0.99,0.25017224075,Medium
0.2,0,0.026755853,0,1,0,0,0,0,0.21199999999999997,0.13848896324999999,Low
0.4,0,0.010033445,0,0,0,0,0,0,0.99,0.25100836125,Medium
0.2,1,0.016722408,1,1,0,0,0,1,0.99,0.502680602,High
0.4,0,0.033444816,0,1,0,1,0,0,0.08499999999999996,0.18777787066666668,Low
0.2,1,0.033444816,1,1,0,0,0,1,0.277,0.399911204,Medium
0.2,1,0.143812709,1,1,0,0,0,1,0.384,0.44355317725,Medium
0.4,0,0.036789298,0,1,0,0,0,0,0.137,0.17974732450000003,Low
0.2,0,0.023411371,0,1,0,0,0,0,0.796,0.22525284275000002,Low
0.4,0,0.016722408,0,0,0,0,0,1,0.983,0.30163060199999997,Medium
0.2,1,0.003344482,1,0,0,0,0,1,0.866,0.43073612049999993,Medium
0.2,0,0.010033445,0,1,0,0,0,0,0.28300000000000003,0.14495836125,Low
0.2,0,0.006688963,0,1,0,0,0,0,0.30500000000000005,0.14742224075,Low
0.4,0,0.046822742,0,1,0,0,0,0,0.783,0.27915568550000003,Medium
0.4,0,0.023411371,0,0,0,0,0,1,0.746,0.26775284275,Medium
0.0,0,0.003344482,0,1,0,0,0,0,0.534,0.1309361205,Low
0.2,0,0.016722408,0,0,0,0,0,1,0.891,0.237830602,Low
0.0,1,0.016722408,1,0,0,0,0,1,0.755,0.367430602,Medium
0.2,0,0.023411371,0,1,0,0,0,0,0.21199999999999997,0.13765284275,Low
0.2,0,0.0,0,0,0,0,0,0,0.7090000000000001,0.15635000000000002,Low
0.2,0,0.0,0,1,0,0,0,0,0.494,0.1741,Low
0.2,1,0.02006689,1,0,0,0,0,1,0.724,0.4136167225,Medium
0.0,1,0.006688963,1,0,0,0,0,0,0.702,0.30697224074999996,Medium
0.4,1,0.02006689,1,0,0,0,0,1,0.989,0.5033667225,High
0.4,0,0.010033445,0,1,0,0,0,1,0.795,0.32175836124999996,Medium
0.2,1,0.02006689,1,0,0,0,0,1,0.696,0.4094167225,Medium
0.2,0,0.013377926,0,1,0,0,0,1,0.817,0.2758944815,Medium
0.2,1,0.0,1,0,0,0,0,1,0.7030000000000001,0.40545000000000003,Medium
0.2,0,0.010033445,0,1,0,0,0,0,0.983,0.24995836124999998,Low
0.4,0,0.036789298,0,0,0,0,0,1,0.974,0.30529732449999997,Medium
0.4,0,0.016722408,0,0,0,0,0,0,0.98,0.25118060200000003,Medium
0.2,0,0.010033445,0,0,0,0,0,1,0.99,0.25100836125,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.986,0.39957224075,Medium
0.2,0,0.013377926,0,0,0,0,0,1,0.989,0.2516944815,Medium
0.2,0,0.030100334,0,0,0,0,0,1,0.03500000000000003,0.11277508350000001,Low
0.2,1,0.013377926,1,0,0,0,0,1,0.994,0.4524444815,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.795,0.22008612049999998,Low
0.0,1,0.006688963,1,1,0,0,0,1,0.958,0.44537224075,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.997,0.40122224075,Medium
0.0,1,0.0,1,1,0,0,0,1,0.92,0.438,Medium
0.6,0,0.013377926,0,0,0,0,0,1,0.6739999999999999,0.3044444815,Medium
0.2,0,0.016722408,0,0,0,0,0,0,0.5740000000000001,0.140280602,Low
0.2,1,0.026755853,1,0,0,0,0,1,0.20699999999999996,0.33773896325,Medium
0.0,1,0.013377926,1,0,0,0,0,1,0.21299999999999997,0.28529448150000003,Medium
0.2,1,0.006688963,1,0,0,0,0,1,0.718,0.40937224074999995,Medium
0.2,1,0.013377926,1,0,0,0,0,0,0.984,0.40094448149999995,Medium
0.0,1,0.003344482,1,0,0,0,0,1,0.44399999999999995,0.3174361205,Medium
0.0,1,0.006688963,1,0,0,0,0,1,0.65,0.34917224075000003,Medium
0.2,1,0.016722408,1,0,0,0,0,1,0.724,0.41278060199999994,Medium
0.2,0,0.016722408,0,1,0,0,0,0,0.9299999999999999,0.24368060199999997,Low
0.2,0,0.013377926,0,1,0,0,0,1,0.908,0.2895444815,Medium
0.2,0,0.003344482,0,1,0,0,0,1,0.795,0.27008612049999997,Medium
0.0,1,0.0,1,0,0,0,0,1,0.859,0.37884999999999996,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.981,0.25049448150000003,Medium
0.2,1,0.0,1,0,0,0,0,1,0.993,0.44895,Medium
0.2,0,0.066889632,0,1,0,0,0,1,0.09299999999999997,0.180672408,Low
0.2,0,0.033444816,0,0,0,0,0,0,0.19299999999999995,0.08731120399999999,Low
0.2,0,0.0,0,0,0,0,0,1,0.5369999999999999,0.18055,Low
0.0,1,0.086956522,1,1,0,0,0,1,0.049000000000000044,0.3290891305,Medium
0.0,1,0.080267559,1,1,0,0,0,1,0.0,0.32006688974999997,Medium
0.2,1,0.093645485,1,0,0,0,0,1,0.0050000000000000044,0.32416137125,Medium
0.0,0,0.518394649,0,0,1,1,1,0,0.03700000000000003,0.18514866225,Low
0.0,1,0.227424749,1,1,0,0,0,1,0.0,0.35685618725,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.907,0.38772224074999995,Medium
0.0,1,0.227424749,1,0,0,0,0,1,0.26,0.34585618725,Medium
0.2,0,0.016722408,0,1,0,0,0,1,0.998,0.303880602,Medium
0.4,1,0.130434783,1,0,0,0,0,1,0.382,0.43990869574999997,Medium
0.0,0,0.765886288,0,0,1,1,1,0,0.06999999999999995,0.251971572,Medium
0.0,0,0.010033445,0,0,0,0,0,1,0.783,0.16995836125,Low
0.2,0,0.010033445,0,0,0,0,0,1,0.979,0.24935836125,Low
0.2,0,0.006688963,0,0,0,0,0,1,0.855,0.22992224075,Low
0.0,1,0.0,1,1,0,0,0,1,0.15800000000000003,0.3237,Medium
0.4,0,0.003344482,0,1,0,0,0,0,0.985,0.2985861205,Medium
0.0,0,0.060200669,0,0,0,0,0,1,0.17800000000000005,0.09175016725000001,Low
0.0,1,0.010033445,1,0,0,0,0,1,0.73,0.36200836124999997,Medium
0.2,0,0.023411371,0,0,0,0,0,1,0.796,0.22525284275000002,Low
0.2,0,0.013377926,0,1,0,0,0,0,0.98,0.2503444815,Medium
0.4,0,0.013377926,0,1,0,0,0,0,0.933,0.2932944815,Medium
0.2,1,0.010033445,1,0,0,0,0,0,0.986,0.40040836125,Medium
0.2,0,0.016722408,0,1,0,0,0,0,0.983,0.251630602,Medium
0.4,1,0.026755853,1,0,0,0,0,1,0.899,0.49153896324999996,Medium
0.2,0,0.016722408,0,1,0,0,0,1,0.997,0.30373060199999996,Medium
0.2,0,0.073578595,0,0,0,0,0,1,0.955,0.26164464875,Medium
0.2,0,0.073578595,0,0,0,0,0,1,0.813,0.24034464875,Low
0.2,1,0.013377926,1,1,0,0,0,0,0.92,0.4413444815,Medium
0.2,0,0.030100334,0,0,0,0,0,1,0.19299999999999995,0.13647508349999998,Low
0.4,0,0.026755853,0,0,0,0,0,1,0.976,0.30308896325,Medium
0.2,0,0.026755853,0,0,0,0,0,0,0.18300000000000005,0.08413896325,Low
0.2,0,0.016722408,0,1,0,0,0,1,0.996,0.303580602,Medium
0.2,0,0.060200669,0,1,0,0,0,1,0.71,0.27155016725,Medium
0.4,1,0.096989967,1,1,0,0,0,1,0.10599999999999998,0.44014749175,Medium
0.6,0,0.043478261,0,0,0,0,0,1,0.813,0.33281956524999995,Medium
0.2,0,0.006688963,0,1,0,0,0,1,0.769,0.26702224075,Medium
0.2,0,0.0,1,0,0,0,0,0,0.724,0.2586,Medium
0.2,0,0.02006689,0,0,0,0,0,1,0.817,0.22756672249999998,Low
0.2,0,0.003344482,0,0,0,0,0,1,0.746,0.21273612050000001,Low
0.2,0,0.013377926,0,1,0,0,0,0,0.719,0.21119448149999998,Low
0.2,1,0.016722408,1,1,0,0,0,0,0.946,0.44608060199999994,Medium
0.2,0,0.013377926,0,1,0,0,0,1,0.769,0.26869448149999997,Medium
0.2,1,0.0,1,0,0,0,0,0,0.783,0.36744999999999994,Medium
0.6,0,0.016722408,0,1,0,0,0,0,0.975,0.350430602,Medium
0.2,1,0.006688963,1,0,0,0,0,1,0.724,0.41027224074999996,Medium
0.0,0,0.043478261,0,1,0,0,1,0,0.15300000000000002,0.10048623191666667,Low
0.4,0,0.016722408,0,1,0,0,0,0,0.835,0.27943060200000003,Medium
0.2,0,0.010033445,0,0,0,0,0,1,0.44299999999999995,0.16895836125000002,Low
0.2,0,0.003344482,0,0,0,0,0,1,0.702,0.20613612050000002,Low
0.6,1,0.140468227,1,0,0,0,0,1,0.243,0.47156705674999994,Medium
0.2,1,0.006688963,1,0,0,0,0,1,0.903,0.43712224075,Medium
0.0,1,0.003344482,1,0,0,0,0,1,0.532,0.33063612049999996,Medium
0.2,1,0.023411371,1,0,0,0,0,1,0.798,0.42555284275,Medium
0.0,1,0.02006689,1,0,0,0,0,1,0.724,0.3636167225,Medium
0.2,0,0.013377926,0,0,0,0,0,1,0.137,0.12389448150000001,Low
0.2,0,0.006688963,1,0,0,0,0,1,0.984,0.34927224075,Medium
0.4,0,0.013377926,0,1,0,0,0,1,0.5329999999999999,0.2832944815,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.961,0.24749448150000003,Low
0.2,0,0.016722408,0,1,0,0,0,1,0.996,0.303580602,Medium
0.0,1,0.137123746,1,1,0,0,0,1,0.08499999999999996,0.3470309365,Medium
0.2,1,0.013377926,1,0,0,0,0,1,0.718,0.4110444815,Medium
0.2,0,0.013377926,0,0,0,0,0,1,0.759,0.21719448149999998,Low
0.2,0,0.010033445,0,1,0,0,0,1,0.7150000000000001,0.25975836125,Medium
0.2,0,0.016722408,0,0,0,0,0,0,0.988,0.202380602,Low
0.2,1,0.070234114,1,0,0,0,0,1,0.79,0.4360585285,Medium
0.6,0,0.043478261,0,0,0,0,0,1,0.796,0.33026956525,Medium
0.2,0,0.0,0,0,0,0,0,0,0.773,0.16595,Low
0.2,0,0.016722408,0,0,0,0,0,1,0.993,0.253130602,Medium
0.2,0,0.0,0,0,0,0,0,1,0.19999999999999996,0.13,Low
0.4,1,0.050167224,1,1,0,0,0,1,0.951,0.5551918060000001,High
0.2,1,0.003344482,1,0,0,0,0,0,0.759,0.36468612050000004,Medium
0.2,1,0.016722408,1,1,0,0,0,0,0.774,0.420280602,Medium
0.4,0,0.006688963,0,1,0,0,0,0,0.983,0.29912224075,Medium
0.0,0,0.0,0,0,0,0,0,1,0.923,0.18845,Low
0.2,0,0.0,0,0,0,0,0,0,0.813,0.17195,Low
0.2,0,0.010033445,1,0,0,0,0,1,0.985,0.35025836125,Medium
0.0,0,0.036789298,1,0,0,0,0,1,0.21599999999999997,0.1915973245,Low
0.2,1,0.006688963,1,1,0,0,0,0,0.987,0.44972224074999995,Medium
0.0,0,0.739130435,0,1,1,1,0,0,0.05800000000000005,0.2768159420833333,Medium
0.2,1,0.013377926,1,1,0,0,0,1,0.988,0.5015444815,High
0.2,0,0.006688963,0,0,0,0,0,0,0.76,0.16567224074999998,Low
0.4,0,0.016722408,0,1,0,0,0,0,0.991,0.302830602,Medium
0.0,0,0.003344482,0,0,0,0,0,0,0.804,0.1214361205,Low
0.2,1,0.02006689,1,1,0,0,0,0,0.5429999999999999,0.38646672249999997,Medium
0.2,0,0.010033445,0,0,0,0,0,1,0.793,0.22145836125,Low
0.2,0,0.006688963,0,1,0,0,0,0,0.999,0.25152224074999996,Medium
0.2,0,0.043478261,0,1,0,0,0,0,0.21299999999999997,0.14281956525,Low
0.2,0,0.0,0,0,0,0,0,0,0.988,0.1982,Low
0.6,0,0.033444816,0,0,0,0,0,1,0.19899999999999995,0.238211204,Low
0.0,1,0.0,1,0,0,0,0,0,0.793,0.31895,Medium
0.2,1,0.010033445,1,0,0,0,0,0,0.997,0.40205836124999994,Medium
0.4,0,0.003344482,0,1,0,0,0,1,0.99,0.34933612049999996,Medium
0.0,1,0.013377926,1,0,0,0,0,0,0.7170000000000001,0.3108944815,Medium
0.2,0,0.006688963,0,0,0,0,0,0,0.724,0.16027224075,Low
0.0,1,0.003344482,1,0,0,0,0,0,0.719,0.3086861205,Medium
0.2,1,0.02006689,1,0,0,0,0,1,0.796,0.4244167225,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.998,0.40137224075,Medium
0.2,0,0.0,0,0,0,0,0,1,0.802,0.2203,Low
0.4,0,0.013377926,0,0,0,0,0,1,0.989,0.30169448149999994,Medium
0.0,0,0.013377926,0,0,0,0,0,0,0.796,0.1227444815,Low
0.2,0,0.02006689,0,0,0,0,0,1,0.374,0.1611167225,Low
0.4,1,0.013377926,1,0,0,0,0,1,0.993,0.5022944815,High
0.2,0,0.006688963,0,1,0,0,0,0,0.28300000000000003,0.14412224075000002,Low
0.4,0,0.026755853,0,0,0,0,0,1,0.30300000000000005,0.20213896325000003,Low
0.2,0,0.016722408,0,0,0,0,0,0,0.712,0.160980602,Low
0.0,1,0.086956522,1,1,0,0,0,1,0.008000000000000007,0.3229391305,Medium
0.4,1,0.023411371,1,1,0,0,0,0,0.007000000000000006,0.35690284275,Medium
0.2,1,0.010033445,1,0,0,0,0,0,0.984,0.40010836124999993,Medium
0.2,1,0.016722408,1,0,0,0,0,1,0.659,0.403030602,Medium
0.0,1,0.080267559,1,0,0,0,0,0,0.0010000000000000009,0.22021688975,Low
0.6,0,0.016722408,0,0,0,0,0,1,0.99,0.352680602,Medium
0.2,0,0.0,0,0,0,0,0,1,0.71,0.20650000000000002,Low
0.2,0,0.006688963,0,1,0,0,0,1,0.998,0.30137224074999996,Medium
0.2,0,0.016722408,0,0,0,0,0,1,0.486,0.17708060199999998,Low
0.0,1,0.010033445,1,0,0,0,0,1,0.43400000000000005,0.31760836124999997,Medium
0.2,1,0.013377926,1,1,0,0,0,0,0.518,0.3810444815,Medium
0.2,0,0.02006689,0,1,0,0,0,1,0.0040000000000000036,0.15561672250000003,Low
0.0,0,0.0,0,0,0,0,0,0,0.719,0.10784999999999999,Low
0.2,0,0.013377926,0,1,0,0,0,0,0.7,0.2083444815,Low
0.4,0,0.016722408,0,0,0,0,0,1,0.988,0.302380602,Medium
0.0,0,0.076923077,0,1,0,0,0,0,0.5860000000000001,0.15713076925000002,Low
0.0,0,0.02006689,0,1,0,0,0,0,0.922,0.19331672249999998,Low
0.4,0,0.006688963,0,1,0,0,0,0,0.848,0.27887224075,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.9410000000000001,0.2419861205,Low
0.2,0,0.010033445,0,1,0,0,0,0,0.29300000000000004,0.14645836125,Low
0.2,1,0.003344482,1,0,0,0,0,0,0.994,0.39993612049999994,Medium
0.2,1,0.013377926,1,0,0,0,0,1,0.98,0.4503444815,Medium
0.2,0,0.003344482,0,1,0,0,0,1,0.937,0.2913861205,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.998,0.40137224075,Medium
0.2,1,0.043478261,1,0,0,0,0,1,0.832,0.43566956524999995,Medium
0.2,1,0.036789298,1,0,0,0,0,1,0.16200000000000003,0.33349732449999997,Medium
0.2,0,0.026755853,0,1,0,0,0,1,0.959,0.30053896324999996,Medium
0.2,1,0.003344482,1,0,0,0,0,1,0.988,0.4490361205,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.981,0.25049448150000003,Medium
0.2,0,0.010033445,0,1,0,0,0,1,0.997,0.30205836124999996,Medium
0.2,0,0.056856187,0,1,0,0,0,1,0.638,0.25991404674999996,Medium
0.2,0,0.016722408,0,0,0,0,0,1,0.946,0.24608060199999998,Low
0.2,0,0.013377926,0,1,0,0,0,0,0.979,0.2501944815,Medium
0.0,0,0.02006689,0,0,0,0,0,0,0.702,0.11031672249999999,Low
0.4,0,0.026755853,0,0,0,0,0,1,0.30300000000000005,0.20213896325000003,Low
0.2,0,0.02006689,0,1,0,0,0,0,0.22799999999999998,0.1392167225,Low
0.2,0,0.026755853,0,1,0,0,0,1,0.997,0.30623896325,Medium
0.2,0,0.02006689,0,1,0,0,0,0,0.6659999999999999,0.20491672249999998,Low
0.2,0,0.127090301,0,0,0,0,0,1,0.267,0.17182257525,Low
0.0,1,0.013377926,1,0,0,0,0,1,0.7050000000000001,0.3590944815,Medium
0.6,0,0.02006689,0,0,0,0,0,0,0.988,0.3032167225,Medium
0.6,1,0.107023411,1,1,0,0,0,1,0.30100000000000005,0.52190585275,High
0.2,0,0.023411371,0,1,0,0,0,0,0.982,0.25315284275,Medium
0.0,0,0.050167224,0,0,0,0,0,1,0.19299999999999995,0.091491806,Low
0.2,1,0.016722408,1,0,0,0,0,1,0.598,0.393880602,Medium
0.2,0,0.013377926,0,1,0,0,0,0,0.30300000000000005,0.14879448150000002,Low
0.2,0,0.016722408,0,1,0,0,0,0,0.761,0.21833060199999998,Low
0.2,0,0.046822742,0,1,0,0,0,1,0.864,0.29130568549999997,Medium
0.2,0,0.010033445,0,1,0,0,0,1,0.94,0.29350836124999996,Medium
0.2,0,0.063545151,0,1,0,0,0,1,0.704,0.27148628774999994,Medium
0.2,1,0.006688963,1,0,0,0,0,0,0.998,0.40137224075,Medium
0.2,0,0.016722408,0,0,0,0,0,1,0.804,0.224780602,Low
0.2,0,0.016722408,0,1,0,0,0,1,0.935,0.294430602,Medium
0.0,0,0.026755853,0,1,0,0,0,0,0.403,0.11713896325,Low
0.4,0,0.016722408,0,1,0,0,0,0,0.998,0.303880602,Medium
0.2,0,0.060200669,0,1,0,0,0,1,0.969,0.31040016724999997,Medium
0.0,1,0.023411371,1,0,0,0,0,1,0.19299999999999995,0.28480284275,Medium
0.2,1,0.016722408,1,0,0,0,0,1,0.968,0.449380602,Medium
0.4,0,0.003344482,0,0,0,0,0,0,0.813,0.2227861205,Low
0.0,0,0.100334448,0,0,0,1,1,0,0.15200000000000002,0.08121694533333335,Low
0.2,0,0.016722408,0,1,0,0,0,1,0.741,0.26533060199999997,Medium
0.2,0,0.010033445,0,1,0,0,0,1,0.905,0.28825836125,Medium
0.4,1,0.046822742,1,0,0,0,0,1,0.73,0.4712056855,Medium
0.0,0,0.023411371,0,0,0,0,0,1,0.02200000000000002,0.059152842750000004,Low
0.2,1,0.010033445,1,0,0,0,0,0,0.991,0.40115836125000004,Medium
0.4,0,0.013377926,0,0,0,0,0,0,0.985,0.2510944815,Medium
0.6,0,0.016722408,0,0,0,0,0,1,0.927,0.343230602,Medium
0.4,0,0.006688963,0,1,0,0,0,0,0.773,0.26762224075,Medium
0.0,0,0.006688963,0,0,0,0,0,1,0.885,0.18442224075000002,Low
0.2,1,0.010033445,1,0,0,0,0,1,0.976,0.44890836124999994,Medium
0.2,0,0.040133779,0,0,0,0,0,1,0.262,0.14933344475,Low
0.2,0,0.02006689,0,1,0,0,0,1,0.23199999999999998,0.18981672249999998,Low
0.2,0,0.013377926,0,0,0,0,0,0,0.988,0.2015444815,Low
0.2,0,0.006688963,0,1,0,0,0,1,0.997,0.30122224075,Medium
0.2,0,0.003344482,0,0,0,0,0,0,0.702,0.1561361205,Low
0.2,0,0.010033445,0,0,0,0,0,1,0.988,0.25070836125,Medium
0.2,0,0.003344482,0,1,0,0,0,1,0.837,0.2763861205,Medium
0.6,0,0.033444816,0,0,0,0,0,1,0.7090000000000001,0.314711204,Medium
0.2,1,0.013377926,1,0,0,0,0,1,0.951,0.44599448150000004,Medium
0.2,1,0.013377926,1,0,0,0,0,1,0.738,0.4140444815,Medium
0.0,1,0.0,1,0,0,0,0,0,0.873,0.33094999999999997,Medium
0.4,0,0.043478261,0,0,0,0,0,0,0.659,0.20971956525000002,Low
0.2,1,0.040133779,1,0,0,0,0,0,0.76,0.37403344475,Medium
0.4,0,0.010033445,0,0,0,0,0,0,0.813,0.22445836125,Low
0.0,1,0.18729097,1,0,0,0,0,1,0.03400000000000003,0.3019227425,Medium
0.0,1,0.280936455,1,1,0,0,0,1,0.02300000000000002,0.37368411375,Medium
0.2,0,0.0,0,1,0,0,0,1,0.8220000000000001,0.2733,Medium
0.0,0,0.494983278,0,0,1,1,1,0,0.20699999999999996,0.2047958195,Low
0.2,0,0.127090301,0,0,0,0,0,1,0.729,0.24112257524999997,Low
0.0,0,0.658862876,0,0,1,1,1,0,0.009000000000000008,0.21606571900000002,Low
0.2,0,0.0,0,0,0,0,0,0,0.983,0.19745000000000001,Low
0.2,0,0.010033445,0,0,0,0,0,1,0.745,0.21425836125000003,Low
0.2,0,0.056856187,0,0,0,0,0,1,0.794,0.23331404675,Low
0.2,0,0.02006689,0,0,0,0,0,1,0.46699999999999997,0.1750667225,Low
0.2,1,0.006688963,1,0,0,0,0,1,0.984,0.44927224075,Medium
0.2,0,0.02006689,0,0,0,0,0,1,0.837,0.2305667225,Low
0.2,0,0.030100334,0,0,0,0,0,1,0.722,0.21582508350000001,Low
0.0,0,0.006688963,0,0,0,0,0,1,0.76,0.16567224074999998,Low
0.2,0,0.053511706,0,0,0,0,0,1,0.961,0.2575279265,Medium
0.2,0,0.033444816,0,0,0,0,0,1,0.7030000000000001,0.21381120399999998,Low
0.2,0,0.016722408,0,0,0,0,0,1,0.725,0.21293060200000002,Low
0.2,1,0.110367893,1,0,0,0,0,1,0.21299999999999997,0.35954197325,Medium
0.0,0,0.073578595,0,1,0,0,0,0,0.0020000000000000018,0.06869464875,Low
0.4,1,0.424749164,1,1,0,0,0,1,0.385,0.563937291,High
0.4,0,0.016722408,0,0,0,0,0,1,0.993,0.303130602,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.692,0.20463612050000002,Low
0.4,0,0.023411371,0,0,0,0,0,1,0.879,0.28770284275,Medium
1.0,1,0.230769231,1,1,0,0,0,1,0.05400000000000005,0.61579230775,High
0.0,0,0.02006689,0,0,0,0,0,1,0.848,0.18221672249999998,Low
0.4,0,0.010033445,1,1,0,0,0,0,0.987,0.40055836124999994,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.898,0.2355361205,Low
0.2,1,0.050167224,1,0,0,0,0,1,0.544,0.394141806,Medium
0.2,1,0.006688963,1,0,0,0,0,1,0.893,0.43562224074999994,Medium
0.2,1,0.026755853,1,0,0,0,0,1,0.687,0.40973896325,Medium
0.2,0,0.006688963,0,0,0,0,0,1,0.993,0.25062224075,Medium
0.0,1,0.016722408,1,0,0,0,0,1,0.53,0.333680602,Medium
0.2,0,0.016722408,0,0,0,0,0,0,0.982,0.20148060199999998,Low
0.2,1,0.023411371,1,0,0,0,0,0,0.841,0.38200284274999996,Medium
1.0,0,0.070234114,0,1,0,0,0,1,0.847,0.4946085285,Medium
1.0,1,0.183946488,1,1,0,0,0,1,0.624,0.6895866220000001,High
0.2,1,0.076923077,1,0,0,0,0,0,0.016000000000000014,0.27163076925,Medium
0.2,0,0.003344482,1,0,0,0,0,1,0.991,0.3494861205,Medium
0.0,0,0.0,0,0,0,0,0,1,0.813,0.17195,Low
0.2,1,0.003344482,1,0,0,0,0,0,0.99,0.3993361205,Medium
0.4,0,0.030100334,0,0,0,0,0,1,0.122,0.17582508350000003,Low
0.0,1,0.013377926,1,0,0,0,0,1,0.9,0.3883444815,Medium
0.2,0,0.003344482,0,0,0,0,0,0,0.5740000000000001,0.1369361205,Low
0.2,0,0.010033445,0,1,0,0,0,0,0.985,0.25025836125,Medium
0.2,0,0.0,0,0,0,0,0,0,0.76,0.16399999999999998,Low
0.2,0,0.013377926,0,0,0,0,0,1,0.783,0.22079448150000003,Low
0.6,1,0.013377926,1,0,0,0,0,0,0.989,0.5016944815,High
0.2,0,0.023411371,0,0,0,0,0,1,0.928,0.24505284275,Low
0.2,0,0.030100334,0,0,0,0,0,1,0.12,0.12552508350000002,Low
0.4,0,0.013377926,0,0,0,0,0,0,0.983,0.2507944815,Medium
0.6,0,0.016722408,0,0,0,0,0,1,0.983,0.351630602,Medium
0.2,0,0.003344482,0,0,0,0,0,1,0.947,0.24288612049999997,Low
0.4,0,0.010033445,0,1,0,0,0,0,0.997,0.30205836124999996,Medium
0.2,0,0.006688963,0,1,0,0,0,0,0.975,0.24792224074999997,Low
0.2,0,0.0,0,0,0,0,0,1,0.737,0.21055000000000001,Low
0.0,1,0.0,1,0,0,0,0,0,0.813,0.32194999999999996,Medium
0.2,0,0.016722408,0,1,0,0,0,0,0.995,0.253430602,Medium
0.4,0,0.026755853,0,0,0,0,0,1,0.767,0.27173896325,Medium
0.2,0,0.036789298,0,0,0,0,0,0,0.19299999999999995,0.08814732449999998,Low
0.2,0,0.006688963,0,1,0,0,0,1,0.514,0.22877224074999997,Low
0.2,0,0.036789298,0,0,0,0,0,0,0.21199999999999997,0.0909973245,Low
0.0,1,0.026755853,1,0,0,0,0,0,0.19899999999999995,0.23653896325,Low
0.0,0,0.0,0,0,0,0,0,1,0.957,0.19355,Low
0.2,0,0.02006689,0,0,0,0,0,1,0.499,0.17986672250000002,Low
0.2,0,0.010033445,0,1,0,0,0,0,0.31799999999999995,0.15020836124999998,Low
0.2,1,0.0,1,0,0,0,0,0,0.8089999999999999,0.37134999999999996,Medium
